Word,ExcludedSenses,WordnetSenses,WordnetSubsenses,Notes,Examples,Syntax1,Syntax2,Syntax3,Semantics1,Semantics2,Semantics3,ThRole1,ThRole2,ThRole3
argue,#,1 2,3,class combines 37 6 and 36 1,"Kim argued with Mary/ Kim argued that Mary was wrong/

Kim and mary argued ",NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
argue,#,1 2,3,class combines 37 6 and 36 1,"Kim argued with Mary/ Kim argued that Mary was wrong/

Kim and mary argued ",NP,#,#,sentient,#,#,AGNT,#,
argue,#,1 2,3,class combines 37 6 and 36 1,"Kim argued with Mary/ Kim argued that Mary was wrong/

Kim and mary argued ",NP,Scomp(that),#,sentient,info,#,AGNT,Said,
arise,5,1 2 4,#,sense 5 = rebel sense - excluded as archaic,A difficult situation arose,NP,#,#,*,#,#,EFNT,#,
arise,5,1 2 4,#,sense 5 = rebel sense - excluded as archaic,A difficult situation arose,NP,PP,#,*,location,#,EFNT,LOC,
arise,5,3 6,#,#,The audience arose,NP,#,#,animate,#,#,AGNT,#,
arm,#,1 2,#,#,Kim armed Mary with the necessary tools,NP,NP,PP(with),sentient,sentient,*,AGNT,RCPT,THME
arrange,4 5 6 7,1 3 5,#,#,Kim arranged a meeting,NP,NP,#,sentient,abstract,#,AGNT,PTNT,
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,NP,sentient,*,physobj,AGNT,RCPT,RSLT
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,#,sentient,subst,#,AGNT,MATR,
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,PP,sentient,physobj,location,AGNT,THME,LOC
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,#,#,sentient,#,#,AGNT,#,
arrange,4 5 6 7,2 8,#,senses 4 5 6 7 excluded as rare,Kim arranged the book on the desk/Kim arranged the books into a pile,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
arrive,#,1,#,#,Kim arrived (at school),NP,#,#,animate,#,#,EFNT,#,
arrive,#,1 2,#,#,Kim arrived in London,NP,PP,#,animate,state,#,EFNT,Goal,
arrive,#,1 2,#,#,Kim arrived in London,NP,PP,#,animate,location,#,EFNT,LOC,
arrive,#,1 2,#,#,Kim arrived in London,NP,#,#,animate,#,#,EFNT,#,
arrive,#,2,#,#,"With those Gucci sunglasses, Kim knew she had arrived",NP,#,#,sentient,#,#,AGNT,#,
arrive,#,NIWN1,#,not in wordnet ,Kim and Mary arrived at an understanding,NP,PP(at),#,sentient,state,#,AGNT,DEST,
ascend,#,1 NIWN1,#,"wordnet only one sense, not allowing transitive use ",The lift gradually ascended / Kim ascended the stairs,NP,#,#,animate,#,#,EFNT,#,
ascertain,#,1 2 3 4 5,#,#,Kim ascertained the facts/Kim ascertained that it was true/Kim ascertained whether it was true,NP,Scomp(that),#,sentient,*,#,EXPR,THME,
ascertain,#,1 2 3 4 5,#,#,Kim ascertained the facts/Kim ascertained that it was true/Kim ascertained whether it was true,NP,NP,#,sentient,*,#,EXPR,THME,
ascribe,#,1 2,#,#,Kim ascribed the task to Mary/Kim ascribed Mary the task,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
ascribe,#,1 2,#,#,Kim ascribed the task to Mary/Kim ascribed Mary the task,NP,NP,#,sentient,*,#,AGNT,THME,
ascribe,#,1 2,#,#,Kim ascribed the task to Mary/Kim ascribed Mary the task,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
ask,#,1 2 3 5,#,#,Kim asked (Mary) a question/ Kim asked (Mary) why,NP,NP,NP,sentient,sentient,info,AGNT,Addressee,Said
ask,#,1 2 3 5,#,#,Kim asked (Mary) a question/ Kim asked (Mary) why,NP,NP,#,sentient,info,#,AGNT,said,
ask,#,1 2 3 5,#,#,Kim asked (Mary) a question/ Kim asked (Mary) why,NP,NP,PP(of),sentient,sentient,*,AGNT,Addressee,Said
ask,#,1 2 3 5,#,#,Kim asked (Mary) a question/ Kim asked (Mary) why,NP,PP,#,sentient,*,#,AGNT,Said,
ask,#,1 2 3 5,#,#,Kim asked (Mary) a question/ Kim asked (Mary) why,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
ask,#,4,#,#,This job asks a lot of patience,NP,NP,#,*,*,#,EFNT,THME,
asphalt,#,1,#,#,The workers asphalted the road,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
asphyxiate,#,1,#,#,The intruder asphyxiated Kim/Kim asphyxiated,NP,#,#,animate,#,#,PTNT,#,
asphyxiate,#,1,#,#,The intruder asphyxiated Kim/Kim asphyxiated,NP,NP,#,sentient,animate,#,AGNT,PTNT,
asphyxiate,#,1,#,#,The intruder asphyxiated Kim/Kim asphyxiated,NP,NP,#,physobj,animate,#,EFNT,PTNT,
assemble,#,1,#,#,Kim assembled the table,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
assemble,#,1,#,#,Kim assembled the table,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
assemble,#,1,#,#,Kim assembled the table,NP,NP,#,sentient,subst,#,AGNT,MATR,
assemble,#,1,#,#,Kim assembled the table,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
assemble,#,2 3,#,#,A crowd assembled,NPcoll,#,#,animate,#,#,EFNT,#,
assert,#,1 2,#,#,Kim asserted the facts to be true/Kim asserted that the facts were true,NP,NP,VPinf,*,*,*,AGNT,THME,FORM
assert,#,1 2,#,#,Kim asserted the facts to be true/Kim asserted that the facts were true,NP,Scomp(that),#,sentient,abstract,#,AGNT,Said,
assert,#,3,#,#,Kim asserted herself with conviction,NP,NPrefl,PP(with),sentient,sentient,*,EXPR,EXPR,THME
assess,#,1,#,#,Kim assessed the data,NP,NP,#,sentient,*,#,AGNT,PTNT,
assess,#,2,#,#,Kim assessed the costs,NP,NP,PP(at),sentient,*,value,AGNT,THME,RSLT
assess,#,2,#,#,Kim assessed the costs,NP,NP,#,sentient,*,#,AGNT,THME,
assign,#,1 2 3 4 5 6 7,#,#,Kim assigned the task to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
assign,#,1 2 3 4 5 6 7,#,#,Kim assigned the task to Mary,NP,NP,#,sentient,*,#,AGNT,THME,
assign,#,1 2 3 4 5 6 7,#,#,Kim assigned the task to Mary,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
assist,#,1 2 3,#,#,Kim assisted Mary,NP,NP,#,*,*,#,EFNT,PTNT,
associate,#,1 2,#,#,Kim associated icecream with sunny days/ The churches associated,NP,NP,#,sentient,collective,#,AGNT,FORM,
associate,#,1 2,#,#,Kim associated icecream with sunny days/ The churches associated,NP,#,#,sentient,#,#,AGNT,#,
associate,#,1 2,#,#,Kim associated icecream with sunny days/ The churches associated,NP,NP,PP(with),sentient,*,*,AGNT,FORM,FORM
astonish,#,1,#,#, The news astonished Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
atrophy,#,1,#,#,The illness atrophied Kim's leg muscles/ Kim's leg muscles atrophied,NP,NP,#,*,physobj,#,EFNT,PTNT,
atrophy,#,1,#,#,The illness atrophied Kim's leg muscles/ Kim's leg muscles atrophied,NP,#,#,physobj,#,#,PTNT,#,
attach,#,1 2 3,4,#,Kim attached the two parts with string,NP,NP,PP(with),sentient,physobj,physobj,AGNT,THME,THME
attach,#,1 2 3,4,#,Kim attached the two parts with string,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
attack,#,1 2 3 4 5 6,#,#,Kim attacked Mary,NP,NP,#,sentient,*,#,AGNT,PTNT,
attack,#,1 3,#,sense 2 excluded as colloquial,The army attacked  the camp,NP,NP,#,sentient,*,#,AGNT,PTNT,
attain,#,1 2,#,#,Kim attained perfection,NP,NP,#,*,*,#,EFNT,FORM,
attain,#,3,#,as with access - reassess whole class,Kim attained the summit,NP,NP,#,animate,location,#,EFNT,LOC,
attempt,#,1 2,#,#,Kim attempted to manage the project/Kim attempted managing the project/Kim attempted the management of the project,NP,NP,#,sentient,action,#,AGNT,PTNT,
attempt,#,1 2,#,#,Kim attempted to manage the project/Kim attempted managing the project/Kim attempted the management of the project,NP,VPinf,#,sentient,action,#,AGNT,PTNT,
attempt,#,1 2,#,#,Kim attempted to manage the project/Kim attempted managing the project/Kim attempted the management of the project,NP,Ving,#,sentient,action,#,AGNT,PTNT,
attend,2 3 4,1,#,senses 2 3 4 excluded as dated and rare,Kim attended the meeting,NP,NP,#,sentient,abstract,#,AGNT,THME,
attract,#,1 2,#,#,Something attracted Kim to that spot,NP,NP,PP(to),*,*,*,AGNT,THME,DEST
attract,#,1 2,#,#,Something attracted Kim to that spot,NP,NP,#,*,*,#,AGNT,THME,
attract,#,3,#,#,The idea attracted Kim,NP,NP,#,*,sentient,#,Experienced,EXPR,
attribute,#,1,#,#,Kim attributed the idea to Mary,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
audit,2,1,#,sense 2 = obscure,Kim audited the accounts,NP,NP,#,sentient,*,#,AGNT,PTNT,
authorise,#,1,#,#,Kim authorised Mary to drive her car,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,THME
authorise,#,1,#,#,Kim authorised Mary to drive her car,NP,NP,#,sentient,*,#,AGNT,RSLT,
authorize,#,1,#,#,Kim authorized Mary to drive her car,NP,NP,#,sentient,*,#,AGNT,RSLT,
authorize,#,1,#,#,Kim authorized Mary to drive her car,NP,NP,VPinf,sentient,sentient,action,AGNT,PTNT,THME
automate,#,1,#,#,Kim automated the process,NP,NP,#,*,physobj,#,EFNT,PTNT,
avert,2,1,#,sense 2 excluded as limited - avert gaze,Kim averted an argument,NP,NP,#,sentient,*,#,AGNT,PTNT,
avoid,5,1 2 3 4,#,sense 5 = rare,Kim avoided Mary,NP,NP,#,sentient,*,#,AGNT,PTNT,
avow,#,1 2,#,#,Kim avowed Mary to be the winner/Kim avowed that Mary was the winner,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
avow,#,1 2,#,#,Kim avowed Mary to be the winner/Kim avowed that Mary was the winner,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
avow,#,1 2,#,#,Kim avowed Mary to be the winner/Kim avowed that Mary was the winner,NP,Scomp(that),#,sentient,*,#,AGNT,Said,
await,#,1,#,#,Kim awaited an answer,NP,NP,#,sentient,*,#,AGNT,THME,
awake,#,1,#,#,The noise awoke Kim/Kim awoke,NP,#,#,physobj,#,#,PTNT,#,
awake,#,1,#,#,The noise awoke Kim/Kim awoke,NP,NP,#,*,physobj,#,EFNT,PTNT,
awake,#,NIWN1,#,#,The news awoke Kim's interest/Kim's interest awoke,NP,#,#,abstract,#,#,PTNT,#,
awake,#,NIWN1,#,#,The news awoke Kim's interest/Kim's interest awoke,NP,NP,#,*,abstract,#,EFNT,PTNT,
awaken,#,1 2,#,#,The noise awakened Kim/Kim awakened,NP,NP,#,*,physobj,#,EFNT,PTNT,
awaken,#,1 2,#,#,The noise awakened Kim/Kim awakened,NP,#,#,physobj,#,#,PTNT,#,
awaken,#,3,#,#,The news awakened Kim's interest/Kim's interest awakened,NP,NP,#,*,abstract,#,EFNT,PTNT,
awaken,#,3,#,#,The news awakened Kim's interest/Kim's interest awakened,NP,#,#,abstract,#,#,PTNT,#,
award,#,1 2 3,#,#,The company awarded Kim a bonus,NP,NP,NP,sentient,sentient,*,AGNT,RCPT,THME
award,#,1 2 3,#,#,The company awarded Kim a bonus,NP,NP,PP(to),sentient,*,sentient,AGNT,THME,RCPT
award,#,1 2 3,#,#,The company awarded Kim a bonus,NP,NP,#,sentient,*,#,AGNT,THME,
axe,1,2,#,sense 1 = axe a tree - excluded as unlikely,Kim axed the project,NP,NP,#,sentient,*,#,AGNT,THME,
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,NP,#,sentient,info,#,AGNT,said,
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,#,#,sentient,#,#,AGNT,#,
babble,#,1 3 4,#,#,Kim babbled her news (to Mary),NP,Scomp,#,sentient,info,#,AGNT,Said,
babble,#,2,#,#,The stream babbled,NP,#,#,physobj,#,#,EFNT,#,
back,2 4 7 8,1 3 5 6,#,senses 2 4 7 8 excluded as phrasal or obscure,Kim backed Mary's campaign,NP,NP,#,sentient,*,#,EXPR,Experienced,
badger,#,1 2,#,#,Kim's neighbors badgered her,NP,NP,#,*,sentient,#,Experienced,EXPR,
bag,#,4 5 6,1,#,Kim bagged the groceries,NP,NP,#,sentient,physobj,#,AGNT,THME,
bake,#,1,#,#,Kim baked the potatos/the potatos baked,NP,#,#,physobj,#,#,PTNT,#,
bake,#,1,#,#,Kim baked the potatos/the potatos baked,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
bake,#,2 3,#,#,Kim baked a cake for Mary,NP,NP,#,sentient,physobj,#,AGNT,RSLT,
bake,#,2 3,#,#,Kim baked a cake for Mary,NP,NP,NP,sentient,*,physobj,AGNT,RCPT,RSLT
bake,#,2 3,#,#,Kim baked a cake for Mary,NP,NP,PP(for),sentient,physobj,*,AGNT,RSLT,RCPT
balance,#,1 3,2,#,Kim balanced the weights/ The weights balanced,NP,NP,#,*,physobj,#,EFNT,PTNT,
balance,#,1 3,2,#,Kim balanced the weights/ The weights balanced,NP,#,#,physobj,#,#,PTNT,#,
ban,#,1 2,#,#,The company banned smoking/The company banned Kim from smoking,NP,NP,PP(from),*,sentient,*,EFNT,PTNT,THME
ban,#,1 2,#,#,The company banned smoking/The company banned Kim from smoking,NP,NP,#,*,*,#,EFNT,THME,
ban,#,3 4,#,#,The company banned Kim from the conference,NP,NP,PP(from),sentient,sentient,location,AGNT,THME,LOC
ban,#,3 4,#,#,The company banned Kim from the conference,NP,NP,#,sentient,sentient,#,AGNT,THME,
band,#,1,#,#,Kim banded the books together,NP,NP,PP(to),sentient,physobj,location,AGNT,THME,LOC
band,#,1,#,#,Kim banded the books together,NP,NP,Adj,sentient,physobj,*,AGNT,THME,RSLT
band,#,1,#,#,Kim banded the books together,NP,NPcoll,#,sentient,physobj,#,AGNT,THME,
bank,#,5,3,senses 1 2 4 6 excluded as rare,Kim banked the money/Kim banks with National Pacific,NP,NP,#,sentient,physobj,#,AGNT,THME,
bank,#,5,3,senses 1 2 4 6 excluded as rare,Kim banked the money/Kim banks with National Pacific,NP,PP(with),#,sentient,sentient,#,AGNT,PTNT,
baptise,#,1,#,#,The parents baptised the child Mary,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
baptize,#,1,#,AAC: I have covered both spellings of baptise/baptize separately because the lexicon does ,The parents baptized the child Mary,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
bare,3,1,2,"I have included an extra template for the figurative subsense - eg  Kim bared her soul

sense 3 exclude as obscure",The dog bared its teeth,NP,NP,#,sentient,abstract,#,AGNT,PTNT,
bare,3,1,2,"I have included an extra template for the figurative subsense - eg  Kim bared her soul

sense 3 exclude as obscure",The dog bared its teeth,NP,NP,#,animate,bodypart,#,EFNT,THME,
bargain,#,1 2,#,#,Kim bargained with Mary,NP,PP(with),PP(about),sentient,sentient,*,AGNT,Addressee,Said
bargain,#,1 2,#,#,Kim bargained with Mary,NP,PP(with),#,sentient,sentient,#,AGNT,Addressee,
bargain,#,1 2,#,#,Kim bargained with Mary,NP,#,#,sentient,#,#,AGNT,#,
bark,1 2 5,3,#,#,The dog barked at the cat,NP,#,#,animate,#,#,AGNT,#,
bark,1 2 5,3,#,#,The dog barked at the cat,NP,PP(at),#,animate,animate,#,AGNT,Addressee,
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,NP,#,sentient,info,#,AGNT,said,
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,PP(to),Scomp,sentient,sentient,info,AGNT,Addressee,Said
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,#,#,sentient,#,#,AGNT,#,
bark,1 2 5,4,#,#,Kim barked her reply (to Mary),NP,Scomp,#,sentient,info,#,AGNT,Said,
bathe,#,1 3,#,2 excluded as highly restricted and only occuring in passive,Kim bathed/Kim bathed herself,NP,#,#,sentient,#,#,AGNT,#,
bathe,#,1 3,#,2 excluded as highly restricted and only occuring in passive,Kim bathed/Kim bathed herself,NP,NPrefl,#,sentient,sentient,#,AGNT,THME,
batter,#,1 2,#,sense 3 excluded as obscure,Kim battered the pillow (with her fists),NP,NP,#,*,physobj,#,EFNT,THME,
batter,#,1 2,#,sense 3 excluded as obscure,Kim battered the pillow (with her fists),NP,NP,#,physobj,physobj,#,INST,THME,
batter,#,1 2,#,sense 3 excluded as obscure,Kim battered the pillow (with her fists),NP,NP,PP(with),*,physobj,physobj,EFNT,THME,INST
battle,#,1,#,#,Kim battled with Mary/Kim and Mary battled,NP,PP(with),#,sentient,sentient,#,AGNT,PTNT,
battle,#,1,#,#,Kim battled with Mary/Kim and Mary battled,NP,#,#,sentient,#,#,AGNT,#,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,NP,#,*,*,#,EFNT,FORM,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,Adj,#,*,#,#,EFNT,#,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,NP,#,it,*,#,NOTHETA,THME,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,Adj,#,it,#,#,NOTHETA,#,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,Ving,#,it,*,#,NOTHETA,THME,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,VPinf,#,it,*,#,NOTHETA,THME,
be,#,1 2 3 4 5 6 7 8 9 10 11 12,#,#,Kim is absent/working/my friend,NP,PP,#,*,location,#,EFNT,LOC,
beach,#,1,#,#,The sailors beached the boat,NP,NP,#,sentient,physobj,#,AGNT,THME,
beam,#,1,#,sense 2 omitted as rare,Kim beamed her delight,NP,NP,#,sentient,info,#,AGNT,PTNT,
beam,#,1,#,sense 2 omitted as rare,Kim beamed her delight,NP,#,#,sentient,#,#,AGNT,#,
beam,#,3,#,#,The sun beamed,NP,#,#,physobj,#,#,EFNT,#,
bear,5, 1 4 6 9 11 12,#,#, Kim bore parcels to the desk,NP,NP,PP(to),*,*,*,AGNT,THME,DEST
bear,5, 1 4 6 9 11 12,#,#, Kim bore parcels to the desk,NP,NP,#,*,*,#,AGNT,THME,
bear,5,10,#," synonyms behave, acquit, deport, conduct, comport, carry", Kim bore herself with dignity,NP,NPrefl,PP(with),sentient,sentient,*,EXPR,EXPR,THME
bear,5, 2 13,#,#, Kim bore his child,NP,NP,#,animate,animate,#,EFNT,RSLT,
bear,5,3,#,#, Kim cannot bear spiders,NP,NP,#,sentient,*,#,EXPR,Experienced,
bear,5, 7 8,#, these senses are figurative sense extension of 2 and 13 - different tests, Kim's efforts bore fruit,NP,NP,#,*,*,#,EFNT,RSLT,
beat,7 8,1 3,#,sense 7 8 excluded as phrasal,Kim beat the table with her fists,NP,NP,#,physobj,physobj,#,INST,THME,
beat,7 8,1 3,#,sense 7 8 excluded as phrasal,Kim beat the table with her fists,NP,NP,#,*,physobj,#,EFNT,THME,
beat,7 8,1 3,#,sense 7 8 excluded as phrasal,Kim beat the table with her fists,NP,PP(at),PP(with),*,physobj,physobj,EFNT,THME,INST
beat,7 8,1 3,#,sense 7 8 excluded as phrasal,Kim beat the table with her fists,NP,PP(at),#,*,physobj,#,EFNT,THME,
beat,7 8,1 3,#,sense 7 8 excluded as phrasal,Kim beat the table with her fists,NP,NP,PP(with),*,physobj,physobj,EFNT,THME,INST
beat,7 8,10,#,#,Kim beat the eggs with the cream,NP,NP,#,sentient,physobj,#,AGNT,PTNT,
beat,7 8,10,#,#,Kim beat the eggs with the cream,NP,NP,PP(with),sentient,physobj,physobj,AGNT,THME,THME
beat,7 8,12 13,#,#,The bird beat its wings,NP,NP,#,animate,bodypart,#,EFNT,THME,
beat,7 8,2 5 15,#,#,Kim beat her opponent,NP,NP,#,sentient,*,#,AGNT,PTNT,
beat,7 8,4 6 11 14,#,#,The drum was beating,NP,#,#,physobj,#,#,EFNT,#,
beat,7 8,9,#,#,The smith beat the  metal into a shield,NP,NP,#,sentient,subst,#,AGNT,MATR,
beat,7 8,9,#,#,The smith beat the  metal into a shield,NP,NP,PP(into),sentient,subst,physobj,AGNT,MATR,RSLT
beckon,#,1 3,#,#,Kim beckoned to Mary to follow her,NP,#,#,sentient,#,#,AGNT,#,
beckon,#,1 3,#,#,Kim beckoned to Mary to follow her,NP,PP(to),#,sentient,sentient,#,AGNT,Addressee,
beckon,#,1 3,#,#,Kim beckoned to Mary to follow her,NP,PP(to),VPinf,sentient,sentient,action,AGNT,Addressee,THME
beckon,#,2,#,#,Work beckoned to Kim,NP,#,#,*,#,#,Experienced,#,
beckon,#,2,#,#,Work beckoned to Kim,NP,PP(to),#,*,sentient,#,Experienced,EXPR,
become,4,1 2 3,#,sense 4 excluded as archaic,The nights became longer/The child became an adult,NP,NP,#,*,*,#,EFNT,RSLT,
become,4,1 2 3,#,sense 4 excluded as archaic,The nights became longer/The child became an adult,NP,Adj,#,*,state,#,EFNT,Ascribed,
bed,#,1 2,3,"This verb, although semantically a member of 9 10 take more restricted object - sentient  I have not stated this in the templates",Kim bedded the children,NP,NP,#,sentient,physobj,#,AGNT,THME,
beep,#,1,#,could perhaps make restrictions on this class more narrow,The machine beeped,NP,#,#,physobj,#,#,EFNT,#,
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,NP,VPinf,sentient,sentient,*,AGNT,Addressee,RSLT
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,#,#,sentient,#,#,AGNT,#,
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,VPinf,#,sentient,*,#,AGNT,RSLT,
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,NP,PP(for),sentient,sentient,*,AGNT,Addressee,RSLT
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,PP(for),#,sentient,*,#,AGNT,RSLT,
beg,#,1 2 3,#,#,Kim begged Mary to forgive her,NP,NP,#,sentient,sentient,#,AGNT,Addressee,
begin,#,1 2 3 4,#,#,Kim began the meeting/The meeting began/Kim began,NP,NP,#,sentient,*,#,AGNT,THME,
begin,#,1 2 3 4,#,#,Kim began the meeting/The meeting began/Kim began,NP,#,#,*,#,#,AGNT,#,
begin,#,1 2 3 4,#,#,Kim began the meeting/The meeting began/Kim began,NP,#,#,*,#,#,THME,#,
begrudge,#,1 2,#,#,Kim begrudged Mary her wealth/Kim begrudged Mary's wealth,NP,NP,NP,sentient,sentient,*,EXPR,PTNT,THME
begrudge,#,1 2,#,#,Kim begrudged Mary her wealth/Kim begrudged Mary's wealth,NP,NP,#,sentient,*,#,EXPR,Experienced,
behave,#,1,#,#,Kim behaved as the go-between,NP,PP(as),#,sentient,sentient,#,AGNT,FORM,
behave,#,2 3,#,#,Kim behaved herself with dignity,NP,NPrefl,#,sentient,sentient,#,EXPR,EXPR,
behave,#,2 3,#,#,Kim behaved herself with dignity,NP,#,#,sentient,#,#,EXPR,#,
behave,#,2 3,#,#,Kim behaved herself with dignity,NP,NPrefl,PP(with),sentient,sentient,*,EXPR,EXPR,THME
believe,#,1 2 3 4,#,#,Kim believes Mary is honest/Kim believes Mary to be honest/Kim believes Mary,NP,NP,NP,sentient,*,*,AGNT,RCPT,THME
believe,#,1 2 3 4,#,#,Kim believes Mary is honest/Kim believes Mary to be honest/Kim believes Mary,NP,#,#,sentient,#,#,AGNT,#,
believe,#,1 2 3 4,#,#,Kim believes Mary is honest/Kim believes Mary to be honest/Kim believes Mary,NP,NP,VPinf,sentient,*,*,AGNT,RCPT,THME
believe,#,1 2 3 4,#,#,Kim believes Mary is honest/Kim believes Mary to be honest/Kim believes Mary,NP,Scomp,#,sentient,*,#,AGNT,Ascribed,
bellow,#,1,#,#,Kim bellowed her reply,NP,NP,PP(to),sentient,info,sentient,AGNT,Said,Addressee
